start	end	text
59000	60000	simple observers or, in some cases, have to take concrete measures (for example, at San Carlos de Bariloche, the surprise ofthe landing strip lights going out in the middle ofthe UFO incident). It is I quite certain that it would be better to be prepared in order to be fully aware ofwhat course ofaction to take in the face ofsuch an unforeseen and poorly understood event. These reflex responses differ in type depending on whether it is a matter of sighting, I recording a testimony, transmitting information collected, or reacting in real time in order to take ad.hoc measures in response to the phenomenon. I 11.3.3 Course of Action to Take The course ofaction to take seems to us to be summarized as follows: observe, note I the maximum amount ofdetails, take photographs if possible, _report, allowing the visitors the initiative of possibly making contact, and avoid premature publicity in the media. I 11.3.3.1 Objective Observation In the face ofan unknown situation, one must be on guard against any instinctive self­ I defense reaction that could be easily interpreted as a provocation. One must just observe and avoid any initiative aimed at seeking contact. I 11.3.3.2 Reporting Once a phenomenon has been sighted, it is advisable to report it in order to alert the other crews, on the one hand, which is what is currently done, and the authorities, on the I other hand, through the air [traffic] control chain of command in civilian cases and the air defense chain ofcommand in military cases. I 11.3.3.3 Remaining Discrete Vis-a-Vis the Public As a witness to a phenomenon ofthis type, one must know how to adopt a certain level ofdiscretion vis-a-vis the press. It is essential to allow scientists [time] to make use of the information before letting the media trigger the curiosity ofthe general public, which I could result in the disappearance of important evidence. Chapter 12 - Scientific and Technical Implications I The significance ofthe UFO phenomenon to defense in the broad sense leads to several proposals. I 12.1 Stepping Up the Collection and Analysis of Data It is, ofcourse, advisable to continue and, if possible, expand geographically the collection, initial analysis, and classification ofdata and testimonies performed AN and then by SEPRA, which was described in Chapters 5 and 6. successively by GEP 12.2 Establishing a Watch and Initiate Work Upstream From the studies presented in Chapter 8, it can be concluded that at least a passive, and preferably an active, techno-watch is required in the fields of leading-edge propulsion such as, for example, magnetohydrodynamics. It is truly essential to know what the other nations are doing in this area. In other high-tech fields, the study of the
60000	61000	"various I testimonies could be combined with appropriate scientific experiments to enable significant_ progress. A typical example is that of particle beams or microwaves, together with their effects: tools, weapons, etc. All ofthese subjects are, on the whole, more advanced than I the technical problems presently under study by DGA or the public research institutions. Therefore they will not be dealt with unless a decision is made at the highest State level. I 12.3 Encouraging Thought in Order to Place the Phenomena in a Global Context I The work mentioned above will enable progress in the partial models ofthe phenomena sighted, along with considerable spill-over for defense and industry. But the global interp retation of these well-documented but inexplicable phenomena will require other I research. The principal areas ofresearch relate to the extraterrestrial hypothesis; we will mention,for reference, the current research on the detection ofextrasolar planets, which will take a new direction when the VLT (Very Large Telescope) ofthe ESO (European I Southern Observatory) in Chile enables them to be observed directly. Each discovery ofa planet, which is presently made indirectly via the disturbances that the planet causes in its star, has met with a favorable response in the media. I Less spectacular, albeit fascinating to a cultured public, is the research on the origin of life that is being conducted internationally at a very satisfying rate. It forms the basis of exobiology, the science ofextraterre strial life (see Append ix 3). Studies on evolution and I its mechanisms are currently handicapped by school disputes. They are important to our subject: How might life evolve elsewhere? Underdeve loped but also important are the studies on the genesis and future of civilizations. The latter are normally extended by I long-term, forward-looki ng scenarios for our planet and, ofcourse, for others. Interstellar travel, as visualized in Appendix 4 - entitled ""Colonization of Space"" - must be the object of at least passive monitoring. This subject is currently being dealt with in I the United States, where numerous NASA or Pentagon study contracts concern I propulsion using antimatter in solar or interstellar space. It was also in the United States where the astronomer Papagiannis won a NASA study contract a few years ago to detect I possible space cities in the asteroid belt located between the planets Mars and Jupiter. In carrying out the study, he examined the photos taken in 1983 by the IRAS [Infrared Astronomical Satellite] satellite and looked for possible abnormal infrared emi ssions I coming from objects in th.is belt. It would seem that NASA did not renew Papagiannis' contract, which apparently did not yield any results. I 12.4 Specia l Studies Some studies do not come under the"
61000	62000	"""hard"" sciences and technologies: for interstellar I voyages, the stability ofthe earmarked societies requires study. What, in particular, is their minimum size? The different attempts at disinformation made by certain foreign governments should be analyzed discretely, but in depth. The wish ofthese governments I to appropriate for themselves alone any possible futuristic technologies relating to military aircraft and weapons might help explain these attempts (see Appendices 5 and 7). It would be advisable to already be anticipating the measures to be taken and the decisions to I be made should events such as indubitable physical or radio contacts with an outside civilization take place. I Chapter 13 - Political and Religious Implications I An assessment ofthe impact that the formal confirmation ofthe existence ofUFOs and extraterrestrial civilizations would have on the political and religious situation ofthe countries on earth could be a bit ofa challenge. However, the task is less arduous when I we try to put ourselves in the shoes ofextraterrestrials who supposedly have chosen earth as a field ofobservation and/or intervention. We will use th.is method. It is appropriate, ofcourse, to postulate that the technical and human difficulties have been resolved, I permitting us to exceed the limits ofour solar system, and even our galaxy: - Either in secular voyages aboard ""ship-worlds,"" in which thousands ofvolunteers who have embarked would see their generations reproduce. It is necessary to keep in I mind that these craft will not be able to one day return to earth, at least that is what we are assuming, which would confer - defacto - a political autonomy and freedom ofdecision to the onboard government independent oforders and programs established prior to I departing earth (cf Appendix 4: ""Colonization ofSpace""). - Or, in [voyages of] several months or years - based on totally revolutionary scientific concepts and techniques that remain to be imagined - using aircraft or probes piloted by I classic crews or by bionic androids, which would follow the instructions received from a parent station or from earth. During the course ofthese explorations, we might discover one or more celestial bodies I populated with beings that have evolved more or less similarly to us, ""humans,"" humanoid, or even stranger creatures. They may have created civilizations that are comparable to or more advanced than our present civilization, or they may be endowed with only I rudimentary aptitudes for civilization, unless they still remain only at the elementary survival stage. (Nora Bene: in this chapter, the numbers in parentheses refer to the references, pp. 87 I to 89) 13.1 Phase One: Observation From a Distance (Remote Sensing and Obscn·ation?) It seems reasonable to think that our earthling explorers have received a mission to peacefully"
62000	63000	observe these worlds and/or conquer, purely and simply, these new territories in order to establish a line of descendants there (cf. 13.4 below). The state ofadvancement ofthe local populations will likely dictate the manner ofobtaining, as well as the nature and duration, ofthese observations, and the initial observations will, ofcourse, be for I· analyzing: - the living organisms, the manners in which they think and live, their languages, their religions and beliefs, their arts, sciences, techniques and weapons, their political institutions, their social organizations, and their histories in general, - the environments in which these populations live, [and] animals, plants, minerals, etc. This first phase, which excludes any physical or material contact, would be that of scientific, in vivo laboratory observation: electronic surveillance, remote sensing, recording, decrypting oflanguages, analyses, evaluations, etc. It is important to emphasize that this period could last one year, ten years, a century, [or] a thousand years, why n ot? Actually, what better scientific experiment - Jato sensu - than that ofhaving more or less civilized, stagnant or evolving populations, either at peace or at war, organized in a hundred different manners, no doubt having languages that are foreign to I: one another, each one assuming, in its own way, the organization ofts terrestrial and celestial cities. In a word, we would be in the situation ofobserving ourselves! I 13.2 Phase Two: In situ Sampling and Furtive Appearances I The interpretation ofthe data collected can only be complete when a second phase has been implemented, during which sampling and analyses ofmineral, plant, and animal elements, and perhaps even elements from evolved beings, are performed. Consequently, I the question is raised as toAhe types ofcontacts that would be appropriate to establish and the political, psychological, and religious implications for the local populations that might result from these contacts: furtive and covert contacts, visible and overt contacts, I continuous or intermittent contacts. Ifthe furtive and covert mode ofoperation is initia.llyselected, it neverthe less could not - at least based on the present state ofour technology - go completely unnoticed by the indigenous populations. It is permissible to I consider that the psychological and religious impacts may vary according to the different types of political organizations and the levels ofmoral and scientific development encountered on the same world. I 13.2.l Impacts on Preindustrial-Age Civilizations I Individuals or masses from preindustrial-age civilizations might note the passage and /or landing ofour ships or our remotecontrolled craft. They might collectively view them equally as natural, divine, extraordinary, supernatural, aberrant, or diabolical phenomena I (frescoes in the Yugoslavian monastery at Detchani, spheres in Nuremberg and Basel in 1561 and 1566 - cf Appendix 6). Furthermor e, the collective memories ofthese peopies and their
63000	64000	"imagination in general could be more or less sharply marked by such I manifestations if they are accompanied, in particular, by the sighting ofour astronaut s, I I I whether dressed in their coveralls or their space suits or not, or robots, androids, or any I artifacts that we may deem appropriate to disembark or represent. Such appearances, if the local authorities note and publicly certify their reality, would undoubtedly have a creative impact capable ofmodifying the indigenous political and religious conceptions for I some time. I 13.2.1.1 Impacts on Local Religions Since terrestrial a~d celestial orders are closely interlinked in people's minds, the appearances of spaceships or remote-controlled craft, and, moreover, the appearances of I astronauts or bionic robots, would be capable ofcreating a lasting impression in minds, reorienting religions, inspiring new ones. or originating founding myths. The flying machines that Ezekiel described at length ( 1 ), the air war of the Ramayana, the Epic of I Gilgamesh (2), the Elohim ofGenesis (3), and the Watchmen of the Sky, mixing with the daughters of men and begetting giants, whom Enoch also speaks of( 4 ), and more generally, the Immortals, the Sons or the Kings ofthe Sky ofthe Orient and China (5), I Japan, the ""Land ofGods"" ( 6), the Viracochas of South America, the Incas, or the great gods ofAncient Egypt, the Gods, the Titans, the Giants, the Children ofthe Gods, and the Heres ofwestern and oriental Antiquity (7), etc., come to mind. I Both supernatural and extraordinary phenomena were part ofthe natural order of things in the past. Would religions founded on the existence of a God or a creative order be shattered by such apparitions? Nothing is less certain. Once the shock, terror, and I curiosity have passed, a new appreciation ofthe cosmic order could replace the old religious conceptions, without necessarily destroying the divine principle itself. To say the least, these religious conceptions could be reoriented or even sublimated. God does not I travel around in a spaceship. Besides, the great religions ofearth do not condemn the idea ofthe existence of other inhabited worlds in the universe. Must we recall that certain collective memories experience aberrations, despite the tangible proof subsequently I furnished to the catechumen (the cult ofthe cargo plane in New Hebrides) (8)? Bonaparte's military and scientific expedition to Egypt left no trace in the local annals, which recorded only an interruption ofthe pilgrimage to Mecca (9). Closer to home, I many people did not believe that men had walked on the moon, believing it to be a publicity stunt or disinformation. It would be appropriate, however, to avoid I overestimating this impact, insofar as all ancient civilizations conceived of pantheons, the"
64000	65000	gods ofwhich were associated with terrifying manifestations of the sea, wind, volcanoes, earthquakes, or.lightning. It is therefore difficult to say whether they were the avatars of I extraterrestrial influences or, more simply, the product ofthe invention of mythologies explaining the world. I 13.2.1.2 Political Impacts With respect to the political impacts, these should be much more ephemeral, at least in I appearance. In fact, once the moments ofastonishment have passed, the political organization of States does not seem to have to be affected in a lasting manner, since contingencies quickly regain the upper hand. However, that monarch or chief of state I could proclaim himselfthe exclusive and privileged interpreter ofthese extraordinary I manifestations. Would he not be tempted to consecrate himself a god-king 9r a king-god . I I in the eyes of his subjects? Once again without being able to distinguish what is the product ofthe natural and I spontaneous search for the legitimacy ofpower from what could actually only be the result of an opportunity seized by inveigling, we are forced to note that history abounds in god­ kings or king-gods (pharaohs; Assyrian kings; Hellenic epiphanic kings; Roman, Chinese, I or Japanese emperors; sons ofthe Sun ofCentral or South America, etc.). 13.2.2 Impacts on Industrial-Age Civilizations Industrial-age civilizations are more skeptical than they formerly were and have more difficulty envisioning what is not a product ofthe immediately explainable or the simply measurable. However, it is certain that the furnishing ofirrefutable proof ofthe existence ofextraterrestrials would leave a profound mark on populations such as ours today. Th.is issue is at the heart ofour report. 13.3 Phase Three: Influences on Local Civilizations The third phase would be that ofthe influences that we would consider appropriate to exert on the environment and the civilizations encountered with a view to causing them to evolve in our fashion. It goes without saying that the advantages and risks would have to I be studied carefully. 13.3.1 Influences on Preindustrial-Age Civilizations I We might consider it necessary, in certain cases, to influence the environment in a specific manner and the evolution oflocal civilizations in a subtle way. It might seem I necessary to us, upon completion ofour observations and our analyses, to modify, bit by bit, the natural environment and the ecosystem by, for example, seeding or introducing select plants and organisms that are lacking. I Likewise, the course ofindigenous civilizations could be gradua lly modified by influencing, either from a distance or directly, the qualities or defects ofselect individuals, accentuating their intellectual and moral tendencie s and their scientific knowledge, or by I causing genetic mutations by different processes that are yet to be invented. In this case, it would be a matter of
65000	66000	playing the role that these populations would have willingly reserved for gods, who, by providing sacred texts, would reorient, for example, I their sense ofmorals, their religiosity, and perhaps their laws and their political institutions. The use ofelements likely to terrify and impress could be appropriate in some cases. And, with all due reverence, nothing would prevent one from thinking ofdifferent I episodes in the Old Testament, the conditio ns under which the laws of Manu were instituted ( I 0) or even the Koran given. The influences relate back to a certain number of enigmas in history, including, perhaps, the concomitant appearance of the great I civilizations of the Indus, Mesopotamia, and Egypt ( cities, architecture, writing, calendar, astrono my, etc.). They also call to mind the extraordinary map ofthe Antarctic, which was drawn almost free ofice by the Frenchman Oronce Fine in 1531, nearly three centuries I prior to the discovery ofthis contine nt in 1820 ( 11 ). 13.3.2 Influences on Industrial-Age Civilizations I I The nature of these influences will vary according to the type of civilization, its technological development, and its psychological acclimatization or lack thereof to the I existence ofextraterrestrial civilizations. It would be advisable beforehand to accustom the mind ofthese populations to the idea ofthe probable existence ofextraterrestrial civilizations (science-fiction novels, films, cartoon strips, video games, advertisements, a I favorable psychological climate, [and] why not suitable sects?, etc.). New and essential technological knowledge could be provided via different avenues or by means ofchance or provoked accidents with one ofour spacecraft. The contemporary I Roswell case thus comes to mind. In order for_this case to be retained in full (or disposed of), it would still be necessary for the U.S. government to accept to show, communicate and let analyze, without beating around he bush, all of the elements that it actually I recovered on that occasion. I 13.4 Phase Four: Direct Contacts A fourth phase would be that of establishing direct contact with the locals or with entire I populations, whether or not a vanguard ofbionic robots were used. Once again, the goals sought must be precisely determined. The benefit and true utility ofestablishing such contacts must be weighed with care in order to calculate the risks and consequences. A I stringent program could plan for these. However, a serious technical accident affecting one ofour spacecraft could be the start ofan unofficial contact, a necessary settlement, or a colonization, or even, if necessary, an information-disinformation campaign. It is also I advisable to envision the sedition of some ofour crews whom it might be necessary to disembark or who might decide on their own authority to live on one ofthe worlds discovered and, eventually, mix
66000	67000	with the indigenous populations, going against orders I received, whatever happens not to intervene or interfere in local affairs. These contacts presuppose that the worlds discovered are populated with human beings or hominids whose complexion is identical or close to ours. But under the hypothesis of contacts and I planned long-term settlements ofmembers ofour crews, should mixes be prohibited, as prophylaxis, by imposing a major ban on them ( 12) or, on the contrary, should they be tolerated and even encouraged? Bearing in mind that direct or prolonged contacts would I inevitably lead the indigenous populations to believe, infine, that we are not so different from them. It would be prudent, however, to send remote-controlled androids in advance in order to assess the reactions that such an intrusion would arouse, or to acclimate the I populations to the idea through furtive, episodic appearances. I 13.4.1 Direct Contacts with Preindustrial-Age Civilizations It is certain that such contacts would immediately cause the local populations to imagine that they are in the presence ofgods. Historical parallels naturally come to mind: I the arrival ofthe Spaniards in Central America in armor and on horseback, or, more generally, the arrival of the Europeans at the time ofthe discovery and exploration ofthe globe. The impact on populations that had never seen horses, armor that shone brightly in I the sun, or white men, particularly with blond or red hair, must have been felt strongly. However, the shock ofthese apparitions would be quickly lessened with the multiplication of relations, and even more so ifour crews were to take an eminent place in the local I political and military orders. This, of course, relates back to the different epics ofthe I discovery ofthe world, European colonization, and also the end ofthe western empires. 13.4.2 Direct Contacts with Industrial-Age Civilizations I The day would come when we believed that these civilizations, gradually brought to our level through our efforts, are able to participate in our world. With the ground prepared in advance, contacts could, for example, be established discretely with selected I individuals or at the highest level of the States, or ofsome ofthem, and, if possible, be kept secret. Although leaks should not be ruled out, the leaders selected would then have to conduct infonnation, disinfonnation, and counterinfonnation campaigns to maintain the I privileged nature ofthese relations and, who knows, to benefit, from our side, from novel scientific, technical, and political infonnat ion, giving them an edge over their rivals. The selection of States, rulers, key figures, or mere individuals would, ofcourse, be of I paramount importance.. Before or after the implementation ofan influencing program, why not imagine having bionic robots that look like humans or resemble the
67000	68000	"living beings there appear in order not I to risk the lives ofmembers ofour expeditions? Finally, why not purely and simply present ourselves openly and publicly? It is easy to imagine the huge sensation that this I would cause in all psychological, political, military, strategic, and religious spheres, to say nothing ofthe media, [as well as the] multiple meetings and international colloquiums, unintenupted sessions oforganizat ions such as the UN, calls for ""world unity, "" international consultations, the creation ofwelcoming committees, etc. [ that it would I prompt]. The rivalry ofthe States would be interesting to observe. It goes without saying that our intentions must be perceived as peaceful. Ifthis were I not our policy, there would, ofcourse, be no need to take special precautions to show consideration for the sentime nts of the local populations. In all of these scenarios, we should encounter idolaters, sycophants, Herodians, who, out ofa millenialist conviction, I gullibility, pragmatism, or interest, would welcome us with enthusiasm as saviors, capable ofsolving all of their problems and bringing them peace and prosperity, preferably without having to exert much effort. These would be our first allies. Zealots, skeptics, and those I who have withdrawn into the venerable secular conceptions oftheir world, which has been turned upside-down, would cast doubt on or deny our existence. Ifthey were to admit it, they would consider us as so many invaders, whose intentions would be perceived as all I the more suspect since they would be peaceful. There is but one logical step to take between that and imagining the creatio n ofdefense movements and resistance movements against the invader. The strength ofthese movement s would depend, in part, on our skill I in squashing them, convincing them, in the hope ofattaching them to us. But how then do we avoid the pitfall ofgood intentions and good sentiments that everyone knows the road to hell is paved with? (13) Should we admit how long we have I been observing them? Would they reproach us for not having intervened to prevent a world war, or would they blame us for it, or, more generally, would they hold it against us that we changed the course ofcivilizations? Very severe and lasting psychological I disturbances should be envisioned in these cases. Would they be disappointed to learn that we are not immortal? Later, economic and technological exchanges and financial ties should be established with these populations. I Would it be a wise policy to involve ourselves in local affairs? And in one manner or another. could we escape the requests to becom e arbitrators of political disagreements, peace, war, and economic crises? I Whatever the case, one day or another we would be in"
68000	69000	charge ofthe unsolved problem s. Would they not go so far as to reproach us for the contributions ofour very I I advanced civilization, or at least for what we thought would be ofbenefit to them? Changes ofopinion and attitude toward us could occur over time. Wouldn't groups of I people be one day tempted to consider themselves our equals, because we did not remain inaccessible? Protest movements would consequently arise and revolutionary cycles would no doubt be set in motion, as a result ofwhich we, as well as our Herodian allies, I would suffer. Our global policy would then be compromised and we would have to consider making our contacts less frequent and, possibly, withdrawing onto our ships and I retreating. We would then have the time necessary to review our policies, based on techniques still unknown from our catechumens. The discovery of new worlds could enable us to enter into contact with civilizations just I as developed as our own and even far more advanced. Nothing allows us to rule out the possibility that, why not, we would encounter explorers from other more distant worlds. Under these hypothetical conditions, it is permissible to imagine that we might have been I discovered in space first. It would be our turn then to experience - at least in part - the psychological effects and the political and religious implications that we have described. oflocal governments toward us? Would they welcome us What would be the policy I peacefully or would they prudently keep us at a distance? Should we fear seeing nuclear space weapons or other weapons aimed at ourselves gainst, for example, the bases that we had attempted to establish or had succeeded in establishing in an asteroid belt close to one I oftheir worlds? What would be the results ofsuch encounters? What relations could we establish and what influences would we exert on these different types ofcivilizations? Anything is I conceivable. Having come full circle, we thus return to our concerns and our current questions. I Chapter 14 - Media Implications As was stressed earlier, it may seem extravagant that sensible people, scientists I moreover, are interested in unexplained - and for the time being still inexplicable phenomena at the risk ofappearing ridiculous. But, as this report tries to demonstrate, there are enough questions regarding tangible evidence to justify the scientific interest I generated by these issues. What separates our approach from the media's approach is the researche r's curiosity with respect to the research to be conducted in order to solve the enigmas posed to his sagacity even ifscience has not reached an adequate state to answer as opposed to the curiosity of the press regarding a
69000	70000	"subject with regular I them fully, sudden new developments that are likely to produce marvelous scoops, which generally are not characterized by scientific precision. I It is not a question of criticizing the press; its aid is often most valuable. But these fleeting events are supported in part by human testimonies, which are all the more flimsy since they come from people who are affected by their encounter with ""the unknown"" and I since they elude the usual benchmarks. The press has a tendency sometimes to either ridicule the facts reported or to make itself look ridiculous because ofthe excess of I information extrapolated from the elements described by the witnesses. I 14.1 What Can a Government Fear From the Curiosity of the Media? I - Panic: the media broadcast terrifying information liable to sow panic among the population. The famous example ofOrson Welles's fictional program taken literally by radio listeners in 1938, wreaking tremendous havoc in one region ofthe United States, I may have influenced the reaction ofU.S. military personnel vis-a-vis the Roswell incident in 1947. The disinformation campaign was skillfully conducted, since it has muzzled the media for 30 years. Panic, which is accompanied by considerable human chaos (suicides, I people fleeing on the roads, riots, and vandalism, etc.) would cause any government for which peace alone is a wealth and stability factor for its power to shrink back. - Mistrust: the fear ofseeing accurate information divulged and repeated with obvious I so a deterrent to openly mentioning UFO questions. This posture is at the core irony is al of the disinformation and confusion in which public opinion is steeped with regard to what is true and what is false. It can only be dreaded by decision-makers. I· - Fear ofridicule: although ridicule has no longer killed for some time, it is nonetheless often difficult to overcome. - Manipulation: the media can be manipulated by lobbies or pressure groups for I sectorial purpo ses (for example, push politicians to create an anti-UFO SDI [Strategic Defense Initiative]) and could thus become the unwitting spokesmen ofa disinformation campaign or a destabilization attempt. I: 14.2 What Attitudes do the Media Adopt? - For the tabloids, anything is good ifit sells. The public's curiosity is great and its I demand generates enticing and often phony articles. AJthough they become the relayer of incredible theories, it is, on the other hand, thanks to the tabloids that the latest revelations concerning Roswell made by old witnesses have begun to become known. I - For the major newspapers, irony or aggressiveness are most often a manner of broaching a taboo subject that no one has a handle on. But the press can also spread the"
70000	71000	"news about an extraordinary ph enomenon when, as in the case ofSan Carlos de Bariloche, I dozens ofpeople were witnesses to it. It somet imes also makes a good presentation ofthe UFO case. I - For television and movies, the subject is in vogue because it can be dealt with as fiction, and there nothing checks the imagination ofthe producers. The bizarre fashion adopted by Channel +"",a French television station] for its ""Nuit des Extraterrestres I [Extraterrestrials Night]"" does not prompt one to take this subject seriously. However, tribute should be paid to several serious and well-documented broadcasts, like that of ""Arte"" in March 1996. I 14.3 What Should Be Done? I The future ofour planet lies in space. Whether it be overpo pulation, a spirit of adventure, the search for other raw materials, a liking for conquest and colonization, or other, more or less altruistic, motivations, everything is pushing toward humankind's I expansion. Will we one day be the extraterrestrials for other planets? When our probes orbit around more and more distant worlds and film them, what might hypothetical inhabitants think ofthem? I We must prepare ourselves for this prospect, and the media can help educate the masses. A strengthened SEPRA could usefully dedicate its efforts to the training ofjournalists I and could create a documentary site on the Internet. I I Conclusions and Recommendations The UFO problem cannot be eliminated by mere caustic and offhand witticisms. Since I the publication ofthe first report by the Association des Auditeurs ofIHEDN 20 years ago, CNES has conducted serious studies in close collaboration with the Gendarmerie as well as with other State agencies (Civil Aviation, Nationale and the Air Force primarily, I Weather Service, etc.). These studies tally with other research conducted more or less discretely abroad, mainly in the United States. ofcompletely unknown flying They demonstrate the almost certain physical reality I objects with remarkable flight performances and noiselessness, apparently operated by intelligent [beings]. With their maneuvers, these flying objects considerably impress civilian and military pilots, who hesitate to speak [ about them]. The fear ofappearing I ridiculous, alienated, or simply gullible is the principal reason for this reserve. Secret craft definitely ofearthly origin ( drones, stealth aircraft, etc.) can only explain a minority of cases. Ifwe step back and take an objective look over the years, we clearly perceive the I limits ofthis explanation. Thus we are forced to resort to other hypotheses. Some can neither be confirmed nor I invalidated. They are therefore not scientific, and, certainly, it is very difficult to scientifically study rare, elusive, and random phenomena, when science is based above all on experiments and their reproducibility. However, the example of meteorites shows that I"
71000	72000	this type of phenomenon can nevertheless end up being accepted by the scientific community after centuries ofdoubt and rejection. A single hypothesis sufficiently takes into account the facts and, for the most part, only I calls for present-day science. It is the hypothesis of extraterrestrial visitors. Advanced as of 1947 by certain U.S. military personnel, today it is popular worldwide. It is discredited by a certain elite, but is plausible. Scientists.( astronomers, physicists, engineers, I futurologists, etc.) have elaborated on it enough for it to be receivable - as a hypothesis by their peers. Different plausible variants concerning the voyage ofone or more civilizations from a remote solar system to ours have been developed. A model of I magnetohydrodynamic technology, which could be employed to propel the UFOs in the atmosphere, has _.reached a significant stage of development. Other manifestations ofthese objects have begun to receive a physical explanation (automobile breakdowns, truncated I beams [of light], etc.). The purposes ofthese possible visitors remain unknown, but they must be the subject ofindispensable speculations and the development ofprospective scenarios. I The extraterrestrial hypothesis isby far, the best scientific hypothesis. It certainly has not been categorically proven, but strong presumptions exist in its favor and if it is correct, it is loaded with significant consequences. I Based on this prudent but solid assessment, we can make several recommendation s: 1) Inform the political, military, and administrative decision-makers, as well as the aircraft and helicopter pilots. A gradual information campaign could target: I - ENA (National Public Management College] and IHEDN, - - [Ministry ofJ Defense schools: Air, Navale, Saint-Cyr, Gendarmerie, ( officers and NCO gendarmes), Sante des Armees [Military Health College], I Polytechnique [Polytechnical College], ENSTA [National College of Advanced Technologies], ENSAE [National College ofAeronautics and Space), CID, I CHEAR [Center for Advanced~ Armaments Studies], CHEM [Center for Advanced Mili,ary Studies], etc., - civilian schools and their alumni: Ecole Nationale Superieure de Police I [National Police College], Ecole des Officiers de Police [Police Officers Academy], journalism schools, Ecole Nationale de l' Aviation Civile. At the latter school, numerous conferences have allowed air [traffic] controllers to be I taught the proper reactions in the event an aircraft encounters a UFO, - agencies that support or conduct research for military purposes: DGA, ONERA, CEA/DAM [Directorate ofMilitary Applications], etc., I - special civilian and military department s, as well as the Direction de la Communication de la Defense [Defense Communications Directorate], DICOD fonner central SIRPA [Anned Forces Information and Public Relations I Department]), calling their attention to disinfonnation processes. 2) Boost SEPRA's human and material resources so that it can: - develop its investigation and analysis possibilities, I - collect infonnation relating to all UFO manifestations,
72000	73000	"both in Europe and throughout the world, - maintain and develop databases on different aspects ofthese manifestations, - reinforce its representation and foreign relations status. 3) Make the detection of UFOs an objective for civilian and military space surveillance systems, which it is necessary to develop for other reasons (prevention of collisions I between satellites and space debris, etc.). 4) Create a unit at the highest State level to collaborate with SEPRA, that would be tasked with: I - fonnulating all prospective hypotheses, - promoting scientific and technical efforts and, as such, have an annual budget ofa few million francs, I - participating in the establishment of sectorial cooperat ion agreements with other countries. 5) Initiate diplomatic demarches to the United States, with the support ofother States I and even the European Union, to urge the superpower to collaborate and, if necessary, exert useful pressure to clarify this crucial issue that necessarily comes within the framework ofpolitical and strategic alliances. -- I 6) As speculative as these possibilities are, reflect, at the level ofpublic authorities and with the aid ofthe unit mentioned in item 4), on the measures to take in the event ofa spectacular and indisputable manifestation ofa UFO: I - overt attempt to make contact, - landing before numerous witnesses, - other substantial actions. I These reflections would be carried out methodically, while maintaining, obviously, a minimum distance. I Appendices Appendix l - Radar Detection in France I Radar detection in France is carried out by two radar station networks, the military vilian network network equipped with both primary and secondary radars and the ci I equipped almost entirely with secondary radars. Primary radar permits one to detect and visualize on a screen (or scope) the geographic position and the altitude (three- I I dimensional radar) ofall moving objects via the reflection ofradar waves offof the body ofthe moving object. I Conversely, secondary radar permits the detection and display on the screen only of moving objects equipped with a ""transponder"" that is able to respond to the coded signals that it emits. Thus any moving object not equipped with a ""transponder ~' will not be I detected by secondary radar. This detail is extremely important in the case in question, because on]y the primary radars installed at military Control and Detection Centers (CDC) and radar detection I aircraft, the Air Force AW ACS and soon the Navy Hawkeyes, may detect a UFO, provided that the latter is not a ""stealth"" craft. Finally, it is necessary to know that all radar information detected by the totality of I radar stations in the territory, airborne warning aircraft, and the radar stations of neighboring countries are being collected and processed in"
73000	74000	"the STRIDA (Systeme de Traitement des Informations de Defense Aerienne [ Air Defense Information Processing I. Center]) network, thus permitting detection coverage over a square more than 4500 km per side. I Appendix 2 - Astronomers' Sightings I by Jean-Claude Ribes astronomical object. But we can expect them to be extremely reticent to relate such a sighting out offear of ridicule, because amateurs are generally desirous of""profess ional"" I recognition. At any rate, no specific investigation has been conducted, to my knowledge, in this particular population. The results oftwo independent studies conducted by professional astronomers with I their colleagues are quite different: in the 50s, Hynek informally questioned some forty astronomers, a little more than I0% of whom had actually sighted unexplained Josef Allen Hynek cites Professor Lincoln La Paz, phenomena. Among the latter, I Director ofthe Institute ofMeteoritics at the University ofNew Mexico, and Clyde Tombaugh, the discoverer ofthe planet Pluto, who died in 1997. In the 70s, Peter A. Sturrock sent a detailed questionnaire to 2611 members ofthe American Astronomical I Association, guaranteeing them anonymity. Half responded, and sixty sightings were encountered. No systematic study of this type has been conducted in France, but a sighting by I Marseilles astronomers Georges Courtes and Maurice Viton is frequently cited. One of my colleagues also related to me a sighting that he had made in his youth ofan object with an apparent diameter ofthe moon (which, moreover, was visible), moving slowly from I north to south. He was not yet a professional at the time but rather a well-informed amateur, and he does not see any explanation for his sighting, which he has never mentioned publicly. I Thus it appears that the percentage ofsightings by astronomers is comparable to that I noted in the overall population, although there is a definite reticence among a vast majority to mention them without being assured ofanonymity. In addition, the general opinion ofastronomer s on the subject is much less negative than one says sometimes, and the least that you could say is that there is no consensus, with many wanting an objective I study ofthe phenomenon without any preconceived ideas. The private conversations that I have had with French colleagues confirm Sturrock 's conclusion: many would refuse to broach the question with a journalist, but when I speak with them about a serious scientific I study, they state that they are in agreement. Appendix 3 - Life in the Universe I The question ofextraterrestriaJ life left the domain ofbelief barely a few decades ago and entered the domain ofscientific research, and the advances in this domain have been I very rapid for several years. Beyond earth, the solar system proves to be currently"
